Product Name,Product ID,Category
Easy-staple paper,OFF-PA-10004947,Office Supplies
Hon 2111 Invitation Series Straight Table,FUR-TA-10004607,Furniture
Xerox 1962,OFF-PA-10003893,Office Supplies
Wilson Electronics DB Pro Signal Booster,TEC-PH-10001817,Technology
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",FUR-BO-10000330,Furniture
"DXL Angle-View Binders with Locking Rings, Black",OFF-BI-10001900,Office Supplies
"Sauder Camden County Collection Libraries, Planked Cherry Finish",FUR-BO-10003159,Furniture
Advantus Panel Wall Certificate Holder - 8.5x11,FUR-FU-10001591,Furniture
Avery 478,OFF-LA-10002034,Office Supplies
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",OFF-BI-10001628,Office Supplies
Recycled Steel Personal File for Standard File Folders,OFF-ST-10000877,Office Supplies
Blackstonian Pencils,OFF-AR-10004752,Office Supplies
Xerox 1919,OFF-PA-10000675,Office Supplies
Tops Wirebound Message Log Books,OFF-PA-10001609,Office Supplies
AT&T CL82213,TEC-PH-10001615,Technology
Maxell LTO Ultrium - 800 GB,TEC-AC-10004568,Technology
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,FUR-CH-10001854,Furniture
"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",OFF-AR-10000475,Office Supplies
GE 30522EE2,TEC-PH-10000455,Technology
"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",OFF-PA-10001994,Office Supplies
Logitech Wireless Marathon Mouse M705,TEC-AC-10002926,Technology
Mediabridge Sport Armband iPhone 5s,TEC-PH-10004897,Technology
DAX Cubicle Frames - 8x10,FUR-FU-10001196,Furniture
Xerox 1929,OFF-PA-10000595,Office Supplies
Avery 501,OFF-LA-10000443,Office Supplies
Avery 513,OFF-LA-10001771,
Harmony Air Purifier,OFF-AP-10001394,Office Supplies
"Electrix Incandescent Magnifying Lamp, Black",FUR-FU-10002553,
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,OFF-AP-10004233,Office Supplies
"Global Stack Chair with Arms, Black",FUR-CH-10004754,Furniture
Xerox 206,OFF-PA-10000809,Office Supplies
"Seth Thomas 14"" Day/Date Wall Clock",FUR-FU-10002878,Furniture
Samsung Galaxy S4 Mini,TEC-PH-10002624,Technology
Apple iPhone 5,TEC-PH-10002885,Technology
Polycom VVX 310 VoIP phone,TEC-PH-10000895,Technology
Bady BDG101FRU Card Printer,TEC-MA-10000488,Technology
Xerox 1998,OFF-PA-10003729,Office Supplies
Honeywell Quietcare HEPA Air Cleaner,OFF-AP-10001005,Office Supplies
Hon Olson Stacker Stools,FUR-CH-10000988,Furniture
"Dana Fluorescent Magnifying Lamp, White, 36""",FUR-FU-10001986,Furniture
Flat Face Poster Frame,FUR-FU-10004973,Furniture
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",OFF-ST-10000464,Office Supplies
Xerox 1981,OFF-PA-10000528,Office Supplies
Tops White Computer Printout Paper,OFF-PA-10003129,Office Supplies
Staples in misc. colors,OFF-AR-10003631,Office Supplies
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",OFF-BI-10002133,Office Supplies
Classic Ivory Antique Telephone ZL1810,TEC-PH-10004959,
"Sauder Forest Hills Library with Doors, Woodland Oak Finish",FUR-BO-10001918,Furniture
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",FUR-FU-10001617,Furniture
Jabra SPEAK 410 Multidevice Speakerphone,TEC-PH-10002824,Technology
Xerox 211,OFF-PA-10003309,Office Supplies
Tennsco Industrial Shelving,OFF-ST-10002554,Office Supplies
Newell 334,OFF-AR-10002067,Office Supplies
"Hon 30"" x 60"" Table with Locking Drawer",FUR-TA-10004175,Furniture
Safco Drafting Table,FUR-TA-10004767,Furniture
Staple envelope,OFF-EN-10002621,Office Supplies
Avery 510,OFF-LA-10003714,Office Supplies
Ultra Door Pull Handle,FUR-FU-10001889,Furniture
Avery Hi-Liter Fluorescent Desk Style Markers,OFF-AR-10003723,Office Supplies
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",OFF-PA-10000241,Office Supplies
Newell 309,OFF-AR-10001446,Office Supplies
GBC DocuBind TL300 Electric Binding System,OFF-BI-10001359,Office Supplies
Jiffy Padded Mailers with Self-Seal Closure,OFF-EN-10001749,Office Supplies
GBC DocuBind 200 Manual Binding Machine,OFF-BI-10004390,Office Supplies
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",TEC-PH-10004924,Technology
Global Comet Stacking Armless Chair,FUR-CH-10000155,Furniture
Pressboard Hanging Data Binders for Unburst Sheets,OFF-BI-10001757,Office Supplies
Hand-Finished Solid Wood Document Frame,FUR-FU-10004093,Furniture
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",FUR-FU-10001037,Furniture
Xerox 1891,OFF-PA-10001878,Office Supplies
Hewlett-Packard Deskjet 5550 Printer,TEC-MA-10003674,Technology
Avery 474,OFF-LA-10003190,Office Supplies
Panasonic KX T7736-B Digital phone,TEC-PH-10001809,Technology
GBC DocuBind TL200 Manual Binding Machine,OFF-BI-10003091,Office Supplies
Global Commerce Series Low-Back Swivel/Tilt Chairs,FUR-CH-10003981,Furniture
Staple magnet,OFF-ST-10002562,Office Supplies
Cisco SPA 502G IP Phone,TEC-PH-10004345,Technology
Avaya 4621SW VoIP phone,TEC-PH-10001198,Technology
Xerox 214,OFF-PA-10001972,Office Supplies
Motorola Moto X,TEC-PH-10002483,Technology
O'Sullivan 2-Shelf Heavy-Duty Bookcases,FUR-BO-10000468,Furniture
Enermax Briskie RF Wireless Keyboard and Mouse Combo,TEC-AC-10001284,Technology
GBC Twin Loop Wire Binding Elements,OFF-BI-10002082,Office Supplies
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",OFF-ST-10001505,Office Supplies
BIC Brite Liner Grip Highlighters,OFF-AR-10004582,Office Supplies
WD My Passport Ultra 2TB Portable External Hard Drive,TEC-AC-10002842,Technology
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",OFF-AP-10004785,Office Supplies
Imation Clip USB flash drive - 8 GB,TEC-AC-10002217,Technology
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,OFF-BI-10002954,Office Supplies
Acco 6 Outlet Guardian Standard Surge Suppressor,OFF-AP-10003281,Office Supplies
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",OFF-SU-10000898,Office Supplies
Avery Heavy-Duty EZD View Binder with Locking Rings,OFF-BI-10001249,Office Supplies
Belkin Standard 104 key USB Keyboard,TEC-AC-10002718,Technology
Avaya IP Phone 1140E VoIP phone,TEC-PH-10002352,Technology
"Global Wood Trimmed Manager's Task Chair, Khaki",FUR-CH-10003774,Furniture
Newell 321,OFF-AR-10000127,Office Supplies
Jabra Supreme Plus Driver Edition Headset,TEC-PH-10003811,Technology
Binder Posts,OFF-BI-10002393,Office Supplies
Bevis Round Conference Table Top & Single Column Base,FUR-TA-10002855,Furniture
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",OFF-EN-10000781,Office Supplies
Xerox 1978,OFF-PA-10002160,Office Supplies
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",OFF-AR-10002257,Office Supplies
Plymouth Boxed Rubber Bands by Plymouth,OFF-FA-10004395,Office Supplies
3.6 Cubic Foot Counter Height Office Refrigerator,OFF-AP-10002534,Office Supplies
"O'Sullivan Elevations Bookcase, Cherry Finish",FUR-BO-10003034,Furniture
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,OFF-ST-10000943,Office Supplies
Southworth Parchment Paper & Envelopes,OFF-PA-10000533,Office Supplies
"Tennsco Lockers, Sand",OFF-ST-10001172,Office Supplies
Xerox 1922,OFF-PA-10001661,Office Supplies
GBC Personal VeloBind Strips,OFF-BI-10004817,Office Supplies
Novimex Fabric Task Chair,FUR-CH-10003833,Furniture
"Master Big Foot Doorstop, Beige",FUR-FU-10003142,Furniture
Microsoft Wireless Mobile Mouse 4000,TEC-AC-10001114,Technology
Staples,OFF-FA-10002975,Office Supplies
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",OFF-ST-10003996,Office Supplies
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",OFF-BI-10002571,Office Supplies
Xerox 1952,OFF-PA-10000477,Office Supplies
"Fellowes Twister Kit, Gray/Clear, 3/pkg",OFF-BI-10004209,Office Supplies
Plantronics Audio 478 Stereo USB Headset,TEC-AC-10002800,Technology
Hon 94000 Series Round Tables,FUR-TA-10003954,Furniture
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,TEC-AC-10003289,Technology
"Plantronics CS 50-USB - headset - Convertible, Monaural",TEC-PH-10002468,Technology
Computer Printout Paper with Letter-Trim Perforations,OFF-PA-10001295,Office Supplies
Avery 52,OFF-LA-10000248,Office Supplies
Translucent Push Pins by OIC,OFF-FA-10004076,Office Supplies
Avery 507,OFF-LA-10004008,Office Supplies
Newell 349,OFF-AR-10001177,Office Supplies
GBC DocuBind P50 Personal Binding Machine,OFF-BI-10001718,Office Supplies
Boston KS Multi-Size Manual Pencil Sharpener,OFF-AR-10004602,Office Supplies
Tennsco 6- and 18-Compartment Lockers,OFF-ST-10000078,Office Supplies
Newell 308,OFF-AR-10004272,Office Supplies
Polycom SoundStation2 EX Conference phone,TEC-PH-10001578,Technology
Mobile Personal File Cube,OFF-ST-10003638,Office Supplies
DMI Eclipse Executive Suite Bookcases,FUR-BO-10002213,Furniture
Quality Park Security Envelopes,OFF-EN-10003040,Office Supplies
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",TEC-PH-10000923,Technology
"DataProducts Ampli Magnifier Task Lamp, Black,",FUR-FU-10003623,Furniture
Acco 6 Outlet Guardian Basic Surge Suppressor,OFF-AP-10000124,Office Supplies
"Sanford Colorific Scented Colored Pencils, 12/Pack",OFF-AR-10004511,Office Supplies
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",OFF-PA-10003883,
Motorla HX550 Universal Bluetooth Headset,TEC-PH-10002807,Technology
"Eldon Expressions Wood Desk Accessories, Oak",FUR-FU-10002364,Furniture
Acme Office Executive Series Stainless Steel Trimmers,OFF-SU-10001664,Office Supplies
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",FUR-TA-10003238,Furniture
Spigen Samsung Galaxy S5 Case Wallet,TEC-PH-10001536,Technology
Newell 33,OFF-AR-10004956,Office Supplies
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,OFF-AR-10003696,Office Supplies
Array Memo Cubes,OFF-PA-10000551,
Wilson Jones data.warehouse D-Ring Binders with DublLock,OFF-BI-10004506,Office Supplies
Xerox 1982,OFF-PA-10000740,Office Supplies
Hon Mobius Operator's Chair,FUR-CH-10002084,Furniture
Fellowes Mighty 8 Compact Surge Protector,OFF-AP-10000692,
Harmony HEPA Quiet Air Purifiers,OFF-AP-10000252,Office Supplies
"Howard Miller 16"" Diameter Gallery Wall Clock",FUR-FU-10004748,Furniture
"Boston Model 1800 Electric Pencil Sharpener, Gray",OFF-AR-10000538,Office Supplies
Polycom SoundPoint Pro SE-225 Corded phone,TEC-PH-10001079,Technology
Euro-Pro Shark Turbo Vacuum,OFF-AP-10003842,Office Supplies
"Metal Folding Chairs, Beige, 4/Carton",FUR-CH-10000553,Furniture
Nontoxic Chalk,OFF-AR-10003469,Office Supplies
Xerox 1991,OFF-PA-10003790,Office Supplies
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",FUR-BO-10002202,Furniture
Fellowes Advanced Computer Series Surge Protectors,OFF-AP-10002765,Office Supplies
Recycled Steel Personal File for Hanging File Folders,OFF-ST-10003692,Office Supplies
HTC One,TEC-PH-10001051,
Manco Dry-Lighter Erasable Highlighter,OFF-AR-10000817,Office Supplies
Fiskars Home & Office Scissors,OFF-SU-10000952,Office Supplies
Eldon Cleatmat Chair Mats for Medium Pile Carpets,FUR-FU-10004597,Furniture
Avery Self-Adhesive Photo Pockets for Polaroid Photos,OFF-BI-10002982,
Xerox 1959,OFF-PA-10004285,Office Supplies
Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,OFF-AP-10001391,Office Supplies
Wi-Ex zBoost YX540 Cellular Phone Signal Booster,TEC-PH-10001944,Technology
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",OFF-PA-10001776,Office Supplies
Logitech diNovo Edge Keyboard,TEC-AC-10004145,Technology
Xerox 1989,OFF-PA-10003919,Office Supplies
Xerox 1984,OFF-PA-10002001,Office Supplies
Xerox 227,OFF-PA-10002787,Office Supplies
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,OFF-ST-10003123,Office Supplies
Deflect-o Glass Clear Studded Chair Mats,FUR-FU-10000308,Furniture
Canon PC1060 Personal Laser Copier,TEC-CO-10003763,Technology
Bevis Round Conference Room Tables and Bases,FUR-TA-10001866,Furniture
Staple holder,OFF-AP-10002222,Office Supplies
Xerox 1965,OFF-PA-10003971,Office Supplies
Bionaire 99.97% HEPA Air Cleaner,OFF-AP-10004036,Office Supplies
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",OFF-AP-10002287,Office Supplies
Balt Solid Wood Round Tables,FUR-TA-10001950,Furniture
Plantronics MX500i Earset,TEC-PH-10001527,Technology
Logitech G35 7.1-Channel Surround Sound Headset,TEC-AC-10003095,Technology
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,TEC-AC-10000358,Technology
Wausau Papers Astrobrights Colored Envelopes,OFF-EN-10004147,Office Supplies
Tenex Antistatic Computer Chair Mats,FUR-FU-10001468,Furniture
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",OFF-PA-10000380,Office Supplies
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,OFF-AP-10000026,Office Supplies
Xerox 1994,OFF-PA-10003936,Office Supplies
Nu-Dell Executive Frame,FUR-FU-10002501,Furniture
Belkin 5 Outlet SurgeMaster Power Centers,OFF-AP-10001205,Office Supplies
Insertable Tab Indexes For Data Binders,OFF-BI-10004141,Office Supplies
Satellite Sectional Post Binders,OFF-BI-10000632,Office Supplies
Memorex Micro Travel Drive 32 GB,TEC-AC-10004864,Technology
Lexmark S315 Color Inkjet Printer,TEC-MA-10000597,Technology
Xerox 1926,OFF-PA-10002960,Office Supplies
Xerox 1918,OFF-PA-10000919,Office Supplies
SpineVue Locking Slant-D Ring Binders by Cardinal,OFF-BI-10001553,Office Supplies
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",OFF-AP-10004540,Office Supplies
"Global Leather & Oak Executive Chair, Burgundy",FUR-CH-10001714,Furniture
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",FUR-FU-10002298,Furniture
"Dixon Ticonderoga Maple Cedar Pencil, #2",OFF-AR-10000315,Office Supplies
Acco Hot Clips Clips to Go,OFF-FA-10000936,Office Supplies
Acme Kleencut Forged Steel Scissors,OFF-SU-10004768,Office Supplies
Xerox 1951,OFF-PA-10002581,Office Supplies
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,OFF-AP-10002403,Office Supplies
Staples in misc. colors,OFF-AR-10003087,Office Supplies
Clearsounds A400,TEC-PH-10000141,Technology
Hewlett Packard 310 Color Digital Copier,TEC-CO-10000971,Technology
Staples,OFF-FA-10001229,Office Supplies
Recycled Premium Regency Composition Covers,OFF-BI-10002437,Office Supplies
Xerox 219,OFF-PA-10004255,Office Supplies
Xerox 1903,OFF-PA-10001184,Office Supplies
Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),TEC-AC-10002637,Technology
O'Sullivan Plantations 2-Door Library in Landvery Oak,FUR-BO-10000780,Furniture
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,TEC-PH-10003072,Technology
Panasonic KX MB2061 Multifunction Printer,TEC-MA-10000112,Technology
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,TEC-AC-10004171,Technology
Hon Rectangular Conference Tables,FUR-TA-10002645,Furniture
Computer Printout Index Tabs,OFF-BI-10003784,Office Supplies
GBC Wire Binding Combs,OFF-BI-10001617,Office Supplies
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",FUR-CH-10002439,Furniture
Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,OFF-AP-10003057,Office Supplies
Bevis Rectangular Conference Tables,FUR-TA-10000849,Furniture
Ampad #10 Peel & Seel Holiday Envelopes,OFF-EN-10002973,Office Supplies
Cardinal Holdit Data Disk Pockets,OFF-BI-10003963,Office Supplies
Avery 496,OFF-LA-10000081,Office Supplies
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",OFF-PA-10000726,Office Supplies
Xerox 23,OFF-PA-10004983,Office Supplies
Eldon Pizzaz Desk Accessories,FUR-FU-10002107,Furniture
Global Deluxe High-Back Office Chair in Storm,FUR-CH-10001190,Furniture
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,TEC-AC-10000682,Technology
Avery 50,OFF-LA-10004545,Office Supplies
Fiskars Spring-Action Scissors,OFF-SU-10002557,Office Supplies
Anker 24W Portable Micro USB Car Charger,TEC-PH-10000912,Technology
"SAFCO Mobile Desk Side File, Wire Frame",OFF-ST-10001837,Office Supplies
Newell 313,OFF-AR-10001473,
Jawbone JAMBOX Wireless Bluetooth Speaker,TEC-PH-10001835,Technology
Xerox 1895,OFF-PA-10002245,Office Supplies
"#10 White Business Envelopes,4 1/8 x 9 1/2",OFF-EN-10004483,Office Supplies
High Speed Automatic Electric Letter Opener,OFF-SU-10000151,Office Supplies
Belkin 8 Outlet Surge Protector,OFF-AP-10001293,Office Supplies
Panasonic KX TS3282B Corded phone,TEC-PH-10000675,Technology
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",OFF-ST-10003470,Office Supplies
Avery 49,OFF-LA-10004559,Office Supplies
Hoover Upright Vacuum With Dirt Cup,OFF-AP-10002651,Office Supplies
Maxell 4.7GB DVD-RW 3/Pack,TEC-AC-10002550,Technology
Avery Non-Stick Binders,OFF-BI-10000829,Office Supplies
Nortel Meridian M5316 Digital phone,TEC-PH-10002555,Technology
"Bush Westfield Collection Bookcases, Dark Cherry Finish",FUR-BO-10003450,Furniture
"3M Polarizing Task Lamp with Clamp Arm, Light Gray",FUR-FU-10004665,Furniture
HTC One Mini,TEC-PH-10000369,Technology
Dell Slim USB Multimedia Keyboard,TEC-AC-10001590,Technology
Contemporary Wood/Metal Frame,FUR-FU-10004909,Furniture
O'Sullivan Living Dimensions 3-Shelf Bookcases,FUR-BO-10004357,Furniture
KeyTronic KT800P2 - Keyboard - Black,TEC-AC-10000387,Technology
GBC Standard Plastic Binding Systems' Combs,OFF-BI-10001308,Office Supplies
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,OFF-AP-10002734,Office Supplies
"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",FUR-FU-10004587,Furniture
Macally Suction Cup Mount,TEC-PH-10004833,Technology
Eldon Image Series Black Desk Accessories,FUR-FU-10001847,Furniture
"Executive Impressions 14""",FUR-FU-10002045,Furniture
"Executive Impressions 12"" Wall Clock",FUR-FU-10004671,Furniture
Bretford CR8500 Series Meeting Room Furniture,FUR-TA-10003569,Furniture
Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),OFF-PA-10001752,Office Supplies
Panasonic KX MC6040 Color Laser Multifunction Printer,TEC-MA-10003356,Technology
Berol Giant Pencil Sharpener,OFF-AR-10003727,Office Supplies
KeyTronic KT400U2 - Keyboard - Black,TEC-AC-10001635,Technology
Avery 498,OFF-LA-10003663,Office Supplies
Canon imageCLASS 2200 Advanced Copier,TEC-CO-10004722,Technology
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,TEC-MA-10002210,Technology
Accohide Poly Flexible Ring Binders,OFF-BI-10003196,Office Supplies
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,FUR-CH-10002017,Furniture
Stackable Trays,FUR-FU-10003829,Furniture
"TOPS Voice Message Log Book, Flash Format",OFF-PA-10000697,Office Supplies
Boston 1730 StandUp Electric Pencil Sharpener,OFF-AR-10004691,Office Supplies
"GBC Laser Imprintable Binding System Covers, Desert Sand",OFF-BI-10000948,Office Supplies
Xerox 2000,OFF-PA-10000223,Office Supplies
Green Bar Computer Printout Paper,OFF-PA-10000062,Office Supplies
"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish",FUR-BO-10003404,Furniture
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",OFF-BI-10004233,Office Supplies
Google Nexus 5,TEC-PH-10002834,Technology
Global Italian Leather Office Chair,FUR-CH-10003761,Furniture
Advantus Motivational Note Cards,OFF-PA-10004665,Office Supplies
"Avery Flip-Chart Easel Binder, Black",OFF-BI-10001196,Office Supplies
I.R.I.S IRISCard Anywhere 5 Card Scanner,TEC-MA-10002981,Technology
"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",TEC-PH-10003601,Technology
Ibico Presentation Index for Binding Systems,OFF-BI-10002003,Office Supplies
"Adams ""While You Were Out"" Message Pads",OFF-PA-10003016,Office Supplies
"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",OFF-PA-10002246,Office Supplies
AT&T 17929 Lendline Telephone,TEC-PH-10002890,Technology
Hewlett-Packard Deskjet 6540 Color Inkjet Printer,TEC-MA-10003626,Technology
Cisco TelePresence System EX90 Videoconferencing Unit,TEC-MA-10002412,Technology
Avery Fluorescent Highlighter Four-Color Set,OFF-AR-10003183,Office Supplies
Xerox 1944,OFF-PA-10002319,Office Supplies
Xerox 215,OFF-PA-10001246,Office Supplies
Xerox 1885,OFF-PA-10001815,Office Supplies
"Computer Room Manger, 14""",FUR-FU-10001876,Furniture
Plantronics Voyager Pro HD - Bluetooth Headset,TEC-PH-10000673,Technology
AT&T EL51110 DECT,TEC-PH-10002075,Technology
BlackBerry Q10,TEC-PH-10003691,Technology
Compact Automatic Electric Letter Opener,OFF-SU-10000157,
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,TEC-AC-10004227,Technology
SanDisk Cruzer 8 GB USB Flash Drive,TEC-AC-10004127,Technology
"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",FUR-CH-10002758,Furniture
Advantus Rolling Drawer Organizers,OFF-ST-10000532,Office Supplies
Maxell 4.7GB DVD-R 5/Pack,TEC-AC-10003709,Technology
GBC Plasticlear Binding Covers,OFF-BI-10003166,Office Supplies
Plastic Stacking Crates & Casters,OFF-ST-10004835,Office Supplies
Belkin F9M820V08 8 Outlet Surge,OFF-AP-10000159,Office Supplies
APC 7 Outlet Network SurgeArrest Surge Protector,OFF-AP-10001242,Office Supplies
Maxell 4.7GB DVD+R 5/Pack,TEC-AC-10003433,Technology
Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,TEC-PH-10003187,
Advantus Map Pennant Flags and Round Head Tacks,OFF-FA-10002763,Office Supplies
Xerox 1953,OFF-PA-10004239,Office Supplies
Xerox 228,OFF-PA-10004782,Office Supplies
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",FUR-FU-10001185,Furniture
Xerox 1954,OFF-PA-10003270,Office Supplies
Embossed Ink Jet Note Cards,OFF-PA-10002421,Office Supplies
Xerox 1942,OFF-PA-10002923,Office Supplies
"Carina Mini System Audio Rack, Model AR050B",OFF-ST-10001128,Office Supplies
Xerox 201,OFF-PA-10000520,Office Supplies
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",FUR-FU-10003832,Furniture
"GE 4 Foot Flourescent Tube, 40 Watt",FUR-FU-10000409,Furniture
Nokia Lumia 925,TEC-PH-10004389,
Staple remover,OFF-SU-10000946,Office Supplies
Dana Swing-Arm Lamps,FUR-FU-10001546,
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",OFF-PA-10000791,Office Supplies
Xerox 1969,OFF-PA-10003739,Office Supplies
"Eldon 200 Class Desk Accessories, Smoke",FUR-FU-10000771,Furniture
"Dual Level, Single-Width Filing Carts",OFF-ST-10002615,Office Supplies
Xerox 1971,OFF-PA-10000327,Office Supplies
Staple envelope,OFF-EN-10003286,Office Supplies
Boston 16750 Black Compact Battery Pencil Sharpener,OFF-AR-10003772,Office Supplies
"Eberhard Faber 3 1/2"" Golf Pencils",OFF-AR-10003338,Office Supplies
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",FUR-FU-10002116,Furniture
Global Highback Leather Tilter in Burgundy,FUR-CH-10000422,Furniture
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",FUR-FU-10002685,Furniture
"Eldon 400 Class Desk Accessories, Black Carbon",FUR-FU-10004963,Furniture
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",OFF-BI-10000174,Office Supplies
Harbour Creations 67200 Series Stacking Chairs,FUR-CH-10004875,Furniture
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",FUR-FU-10000305,Furniture
Samsung Galaxy Mega 6.3,TEC-PH-10001459,Technology
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",FUR-FU-10002445,Furniture
Xerox 198,OFF-PA-10000213,Office Supplies
"Safco Chair Connectors, 6/Carton",FUR-CH-10001797,
Xerox 1997,OFF-PA-10003848,Office Supplies
Eldon Expressions Mahogany Wood Desk Collection,FUR-FU-10000755,Furniture
Stacking Trays by OIC,FUR-FU-10000550,Furniture
Epson Perfection V600 Photo Scanner,TEC-MA-10004521,Technology
Durable Pressboard Binders,OFF-BI-10003655,Office Supplies
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,OFF-AP-10003779,Office Supplies
Alliance Rubber Bands,OFF-FA-10002701,Office Supplies
"SlimView Poly Binder, 3/8""",OFF-BI-10002799,Office Supplies
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",OFF-AR-10003582,Office Supplies
DAX Clear Channel Poster Frame,FUR-FU-10004666,Furniture
#10 Self-Seal White Envelopes,OFF-EN-10002312,Office Supplies
Hon Pagoda Stacking Chairs,FUR-CH-10002320,Furniture
Newell 339,OFF-AR-10001216,Office Supplies
36X48 HARDFLOOR CHAIRMAT,FUR-FU-10003247,Furniture
Anderson Hickey Conga Table Tops & Accessories,FUR-TA-10003837,Furniture
Apple EarPods with Remote and Mic,TEC-PH-10002350,Technology
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",TEC-AC-10000397,Technology
Logitech Wireless Headset H600 Over-The-Head Design,TEC-AC-10004001,Technology
Xerox 230,OFF-PA-10001534,Office Supplies
Eldon Econocleat Chair Mats for Low Pile Carpets,FUR-FU-10002379,Furniture
Vtech CS6719,TEC-PH-10000526,Technology
Xerox 194,OFF-PA-10001977,Office Supplies
"Bush Cubix Collection Bookcases, Fully Assembled",FUR-BO-10003660,Furniture
"Universal Recycled Hanging Pressboard Report Binders, Letter Size",OFF-BI-10001267,Office Supplies
Xerox 1980,OFF-PA-10002741,Office Supplies
Strathmore Photo Frame Cards,OFF-PA-10001471,Office Supplies
Okidata C331dn Printer,TEC-MA-10001972,Technology
"Seth Thomas 8 1/2"" Cubicle Clock",FUR-FU-10003464,Furniture
Xerox 1907,OFF-PA-10004438,Office Supplies
